"Easting","Northing","Load","Elevation","Weight","Prediction","Set","Residual","Dataset"
629798.3207,9138024.302,28,314.5,1,25.6257,"Train",-2.3743,"Dataset_2"
630532.5213,9122797.613,49,314.5,1,49.8501,"Train",0.850099999999998,"Dataset_2"
631589.4355,9122856.338,56,314.5,1,53.3795,"Train",-2.6205,"Dataset_2"
634325.4446,9123157.158,63,314.5,1,65.9069,"Train",2.90689999999999,"Dataset_2"
635568.5055,9123091.738,70,314.5,1,70.6432,"Train",0.643199999999993,"Dataset_2"
638982.8543,9121568.514,70,314.5,1,63.877,"Train",-6.123,"Dataset_2"
646602.6425,9127959.942,140,314.5,1,138.677,"Train",-1.32300000000001,"Dataset_2"
647444.6314,9128791.07,112,314.5,1,113.576,"Train",1.57599999999999,"Dataset_2"
649546.8542,9125202.042,49,314.5,1,72.1279,"Train",23.1279,"Dataset_2"
649963.3306,9128999.119,28,314.5,1,67.2929,"Train",39.2929,"Dataset_2"
649323.0961,9132892.59,14,314.5,1,51.181,"Train",37.181,"Dataset_2"
638403.7704,9140957.084,2.1,314.5,1,18.5774,"Train",16.4774,"Dataset_2"
639182.8576,9141541.673,1.4,314.5,1,16.7177,"Train",15.3177,"Dataset_2"
638023.806,9149206.377,21,314.5,1,4.15306,"Train",-16.84694,"Dataset_2"
617501.5074,9150188.734,10.5,314.5,1,3.1799,"Train",-7.3201,"Dataset_2"
624103,9111696.128,7,314.5,0,1.23205,"Test",-5.76795,"Dataset_1"
629936,9122930.73,56,314.5,0,49.2354,"Test",-6.7646,"Dataset_1"
629549,9142131.799,28,314.5,0,13.6259,"Test",-14.3741,"Dataset_1"
606002,9134454.513,35,314.5,0,14.6408,"Test",-20.3592,"Dataset_1"
623903,9139886.513,28,314.5,0,16.3108,"Test",-11.6892,"Dataset_1"
626002,9116568.401,14,314.5,0,8.42912,"Test",-5.57088,"Dataset_1"
648254,9143394.028,14,314.5,0,9.6626,"Test",-4.3374,"Dataset_1"
635545,9123596.347,70,314.5,0,76.6253,"Test",6.6253,"Dataset_1"
604054,9159569.497,1.4,314.5,0,1.04259,"Test",-0.35741,"Dataset_1"
634336,9120657.35,42,314.5,0,37.6464,"Test",-4.3536,"Dataset_1"
637194,9125075.016,112,314.5,0,103.878,"Test",-8.122,"Dataset_1"
606831,9143436.125,21,314.5,0,5.72728,"Test",-15.27272,"Dataset_1"
620935,9118808.97,14,314.5,0,14.035,"Test",0.0350000000000001,"Dataset_1"
644675,9139335.273,7,314.5,0,23.894,"Test",16.894,"Dataset_1"
617445,9135784.492,28,314.5,0,21.3282,"Test",-6.6718,"Dataset_1"
625423,9127624.25,42,314.5,0,52.1456,"Test",10.1456,"Dataset_1"
