"Easting","Northing","Load","Elevation","Weight","Prediction","Set","Residual","Dataset"
629798.3207,9138024.302,28,314.5,0.5,27.1723,"Train",-0.8277,"Dataset_2"
630532.5213,9122797.613,49,314.5,0.5,57.6378,"Train",8.6378,"Dataset_2"
631589.4355,9122856.338,56,314.5,0.5,62.6061,"Train",6.6061,"Dataset_2"
634325.4446,9123157.158,63,314.5,0.5,77.5322,"Train",14.5322,"Dataset_2"
635568.5055,9123091.738,70,314.5,0.5,83.0472,"Train",13.0472,"Dataset_2"
638982.8543,9121568.514,70,314.5,0.5,79.6105,"Train",9.6105,"Dataset_2"
646602.6425,9127959.942,140,314.5,0.5,60.8545,"Train",-79.1455,"Dataset_2"
647444.6314,9128791.07,112,314.5,0.5,49.562,"Train",-62.438,"Dataset_2"
649546.8542,9125202.042,49,314.5,0.5,36.5974,"Train",-12.4026,"Dataset_2"
649963.3306,9128999.119,28,314.5,0.5,30.5308,"Train",2.5308,"Dataset_2"
649323.0961,9132892.59,14,314.5,0.5,23.9651,"Train",9.9651,"Dataset_2"
638403.7704,9140957.084,2.1,314.5,0.5,17.2317,"Train",15.1317,"Dataset_2"
639182.8576,9141541.673,1.4,314.5,0.5,15.5987,"Train",14.1987,"Dataset_2"
638023.806,9149206.377,21,314.5,0.5,6.18099,"Train",-14.81901,"Dataset_2"
617501.5074,9150188.734,10.5,314.5,0.5,6.78897,"Train",-3.71103,"Dataset_2"
624103,9111696.128,7,314.5,0,4.58901,"Test",-2.41099,"Dataset_1"
629936,9122930.73,56,314.5,0,55.7974,"Test",-0.202599999999997,"Dataset_1"
629549,9142131.799,28,314.5,0,16.6913,"Test",-11.3087,"Dataset_1"
606002,9134454.513,35,314.5,0,16.6154,"Test",-18.3846,"Dataset_1"
623903,9139886.513,28,314.5,0,20.7329,"Test",-7.2671,"Dataset_1"
626002,9116568.401,14,314.5,0,16.2484,"Test",2.2484,"Dataset_1"
648254,9143394.028,14,314.5,0,7.99378,"Test",-6.00622,"Dataset_1"
635545,9123596.347,70,314.5,0,86.2226,"Test",16.2226,"Dataset_1"
604054,9159569.497,1.4,314.5,0,2.48075,"Test",1.08075,"Dataset_1"
634336,9120657.35,42,314.5,0,57.2916,"Test",15.2916,"Dataset_1"
637194,9125075.016,112,314.5,0,99.777,"Test",-12.223,"Dataset_1"
606831,9143436.125,21,314.5,0,10.8611,"Test",-10.1389,"Dataset_1"
620935,9118808.97,14,314.5,0,18.3304,"Test",4.3304,"Dataset_1"
644675,9139335.273,7,314.5,0,16.5423,"Test",9.5423,"Dataset_1"
617445,9135784.492,28,314.5,0,24.6946,"Test",-3.3054,"Dataset_1"
625423,9127624.25,42,314.5,0,48.556,"Test",6.556,"Dataset_1"
